FID,the_geom,LAYER,BUILDING_M,BUILDING_U,BUILDING_A
building_map_dom_points.999,POINT (-61.4614194545449 15.624138060675488),Unknown Point Feature,B__999,Unknown,?
building_map_dom_points.1000,POINT (-61.461490472738134 15.624260977254695),Unknown Point Feature,B__1000,Unknown,?
building_map_dom_points.1001,POINT (-61.46178298526772 15.624562273398011),Unknown Point Feature,B__1001,Unknown,?
building_map_dom_points.1002,POINT (-61.46194229691167 15.624609296955962),Unknown Point Feature,B__1002,Unknown,?
building_map_dom_points.1003,POINT (-61.46207016822083 15.624637397221484),Unknown Point Feature,B__1003,Unknown,?
building_map_dom_points.1004,POINT (-61.46237808361071 15.624520536479665),Unknown Point Feature,B__1004,Unknown,?
building_map_dom_points.1005,POINT (-61.46435278177003 15.624877815417385),Unknown Point Feature,B__1005,Unknown,?
building_map_dom_points.1006,POINT (-61.46414184202388 15.625401720238267),Unknown Point Feature,B__1006,Unknown,?
building_map_dom_points.1007,POINT (-61.46389502204039 15.625325181244396),Unknown Point Feature,B__1007,Unknown,?
building_map_dom_points.1008,POINT (-61.464258465373234 15.625526655500753),Unknown Point Feature,B__1008,Unknown,?
building_map_dom_points.1009,POINT (-61.46413603529241 15.62629250636095),Unknown Point Feature,B__1009,Unknown,?
building_map_dom_points.1010,POINT (-61.46407543370636 15.626262611013905),Unknown Point Feature,B__1010,Unknown,?
building_map_dom_points.1011,POINT (-61.46411851147946 15.626446540772495),Unknown Point Feature,B__1011,Unknown,?
building_map_dom_points.1012,POINT (-61.463519622153875 15.626446882409471),Unknown Point Feature,B__1012,Unknown,?
building_map_dom_points.1013,POINT (-61.463570917282006 15.626469911704156),Unknown Point Feature,B__1013,Unknown,?
building_map_dom_points.1014,POINT (-61.46304734144023 15.626409569940412),Unknown Point Feature,B__1014,Unknown,?
building_map_dom_points.1015,POINT (-61.463344656087344 15.626695028917846),Unknown Point Feature,B__1015,Unknown,?
building_map_dom_points.1016,POINT (-61.46330700740258 15.629233821523039),Unknown Point Feature,B__1016,Unknown,?
building_map_dom_points.1017,POINT (-61.4632903048912 15.628963929844032),Unknown Point Feature,B__1017,Unknown,?
building_map_dom_points.1018,POINT (-61.462967345210984 15.628979803804231),Unknown Point Feature,B__1018,Unknown,?
building_map_dom_points.1019,POINT (-61.46287045198872 15.630051422559603),Unknown Point Feature,B__1019,Unknown,?
building_map_dom_points.1020,POINT (-61.46243968357166 15.630406592246937),Unknown Point Feature,B__1020,Unknown,?
building_map_dom_points.1021,POINT (-61.46205709668936 15.629948241081081),Unknown Point Feature,B__1021,Unknown,?
building_map_dom_points.1022,POINT (-61.46211480124198 15.630052928165647),Unknown Point Feature,B__1022,Unknown,?
building_map_dom_points.1023,POINT (-61.46178300732214 15.629998460911807),Unknown Point Feature,B__1023,Unknown,?
building_map_dom_points.1024,POINT (-61.46175486415483 15.629694483893163),Unknown Point Feature,B__1024,Unknown,?
building_map_dom_points.1025,POINT (-61.46137809920489 15.629709978169915),Unknown Point Feature,B__1025,Unknown,?
building_map_dom_points.1026,POINT (-61.461433650239044 15.629789713162738),Unknown Point Feature,B__1026,Unknown,?
building_map_dom_points.1027,POINT (-61.46117674891926 15.6297312361857),Unknown Point Feature,B__1027,Unknown,?
building_map_dom_points.1028,POINT (-61.461005708089964 15.629766308691298),Unknown Point Feature,B__1028,Unknown,?
building_map_dom_points.1029,POINT (-61.46122352110846 15.63004667892474),Unknown Point Feature,B__1029,Unknown,?
building_map_dom_points.1030,POINT (-61.46159749031543 15.630092374701585),Unknown Point Feature,B__1030,Unknown,?
building_map_dom_points.1031,POINT (-61.46123852491413 15.630230412142401),Unknown Point Feature,B__1031,Unknown,?
building_map_dom_points.1032,POINT (-61.461333587539116 15.630031581769057),Unknown Point Feature,B__1032,Unknown,?
building_map_dom_points.1033,POINT (-61.46104059716323 15.630106605224311),Unknown Point Feature,B__1033,Unknown,?
building_map_dom_points.1034,POINT (-61.46218924488725 15.630735820884386),Unknown Point Feature,B__1034,Unknown,?
building_map_dom_points.1035,POINT (-61.46231204040906 15.630582524688274),Unknown Point Feature,B__1035,Unknown,?
building_map_dom_points.1036,POINT (-61.46211606172313 15.630510873621459),Unknown Point Feature,B__1036,Unknown,?
building_map_dom_points.1037,POINT (-61.461989315167735 15.630566660452041),Unknown Point Feature,B__1037,Unknown,?
building_map_dom_points.1038,POINT (-61.462157590036995 15.630275395366906),Unknown Point Feature,B__1038,Unknown,?
building_map_dom_points.1039,POINT (-61.46174680406235 15.63046067766758),Unknown Point Feature,B__1039,Unknown,?
building_map_dom_points.1040,POINT (-61.459852952720986 15.630000789898881),Unknown Point Feature,B__1040,Unknown,?
building_map_dom_points.1041,POINT (-61.46014019718509 15.63006854943366),Unknown Point Feature,B__1041,Unknown,?
building_map_dom_points.1042,POINT (-61.46042484845407 15.630170295581978),Unknown Point Feature,B__1042,Unknown,?
building_map_dom_points.1043,POINT (-61.460631709668355 15.630350841000626),Unknown Point Feature,B__1043,Unknown,?
building_map_dom_points.1044,POINT (-61.46041306871089 15.630494395551157),Unknown Point Feature,B__1044,Unknown,?
building_map_dom_points.1045,POINT (-61.46005972951461 15.63050551779597),Unknown Point Feature,B__1045,Unknown,?
building_map_dom_points.1046,POINT (-61.46021081966381 15.630635797891257),Unknown Point Feature,B__1046,Unknown,?
building_map_dom_points.1047,POINT (-61.45985846315681 15.630515440057975),Unknown Point Feature,B__1047,Unknown,?
building_map_dom_points.1048,POINT (-61.45956737034909 15.630649417034602),Unknown Point Feature,B__1048,Unknown,?
building_map_dom_points.1049,POINT (-61.45986288825739 15.63086232377959),Unknown Point Feature,B__1049,Unknown,?
building_map_dom_points.1050,POINT (-61.459972497626296 15.630908433438696),Unknown Point Feature,B__1050,Unknown,?
building_map_dom_points.1051,POINT (-61.460203599537415 15.630975798885723),Unknown Point Feature,B__1051,Unknown,?
building_map_dom_points.1052,POINT (-61.46014910133165 15.631381211347724),Unknown Point Feature,B__1052,Unknown,?
building_map_dom_points.1053,POINT (-61.459228583138 15.63160483466247),Unknown Point Feature,B__1053,Unknown,?
building_map_dom_points.1054,POINT (-61.460364489031804 15.630921944858441),Unknown Point Feature,B__1054,Unknown,?
building_map_dom_points.1055,POINT (-61.46047658494397 15.63071359970147),Unknown Point Feature,B__1055,Unknown,?
building_map_dom_points.1056,POINT (-61.46062312391268 15.630826845021554),Unknown Point Feature,B__1056,Unknown,?
building_map_dom_points.1057,POINT (-61.46088168400668 15.630976581601466),Unknown Point Feature,B__1057,Unknown,?
building_map_dom_points.1058,POINT (-61.46080317782168 15.631151157475236),Unknown Point Feature,B__1058,Unknown,?
building_map_dom_points.1059,POINT (-61.46078826534265 15.631268370699177),Unknown Point Feature,B__1059,Unknown,?
building_map_dom_points.1060,POINT (-61.460517298786776 15.631604820854115),Unknown Point Feature,B__1060,Unknown,?
building_map_dom_points.1061,POINT (-61.46063816877365 15.63163117289334),Unknown Point Feature,B__1061,Unknown,?
building_map_dom_points.1062,POINT (-61.46061138118108 15.631693894491049),Unknown Point Feature,B__1062,Unknown,?
building_map_dom_points.1063,POINT (-61.46043579126248 15.631711365144897),Unknown Point Feature,B__1063,Unknown,?
building_map_dom_points.1064,POINT (-61.46121807932511 15.631276486648053),Unknown Point Feature,B__1064,Unknown,?
building_map_dom_points.1065,POINT (-61.461415941827724 15.631095946657489),Unknown Point Feature,B__1065,Unknown,?
building_map_dom_points.1066,POINT (-61.46156068665205 15.630979643833552),Unknown Point Feature,B__1066,Unknown,?
building_map_dom_points.1067,POINT (-61.461101895785916 15.630622772263791),Unknown Point Feature,B__1067,Unknown,?
building_map_dom_points.1068,POINT (-61.461293973599304 15.63051190237881),Unknown Point Feature,B__1068,Unknown,?
building_map_dom_points.1069,POINT (-61.46122885626945 15.63077328556992),Unknown Point Feature,B__1069,Unknown,?
building_map_dom_points.1070,POINT (-61.46116830180336 15.630893579231666),Unknown Point Feature,B__1070,Unknown,?
building_map_dom_points.1071,POINT (-61.46216473150726 15.631152204513475),Unknown Point Feature,B__1071,Unknown,?
building_map_dom_points.1072,POINT (-61.46225693308641 15.631258266902156),Unknown Point Feature,B__1072,Unknown,?
building_map_dom_points.1073,POINT (-61.462136941780884 15.631349239827719),Unknown Point Feature,B__1073,Unknown,?
building_map_dom_points.1074,POINT (-61.462349045927674 15.631376230455155),Unknown Point Feature,B__1074,Unknown,?
building_map_dom_points.1075,POINT (-61.46230574500262 15.631535751367057),Unknown Point Feature,B__1075,Unknown,?
building_map_dom_points.1076,POINT (-61.46243712959535 15.63156387638873),Unknown Point Feature,B__1076,Unknown,?
building_map_dom_points.1077,POINT (-61.46183667844482 15.631144803930558),Unknown Point Feature,B__1077,Unknown,?
building_map_dom_points.1078,POINT (-61.461521203591516 15.631567656634884),Unknown Point Feature,B__1078,Unknown,?
building_map_dom_points.1079,POINT (-61.46162386850998 15.631682293947806),Unknown Point Feature,B__1079,Unknown,?
building_map_dom_points.1080,POINT (-61.46157760391055 15.63176868273395),Unknown Point Feature,B__1080,Unknown,?
building_map_dom_points.1081,POINT (-61.46148291154091 15.631761217633333),Unknown Point Feature,B__1081,Unknown,?
building_map_dom_points.1082,POINT (-61.46161755354712 15.632058006938971),Unknown Point Feature,B__1082,Unknown,?
building_map_dom_points.1083,POINT (-61.461642586398 15.631995272893654),Unknown Point Feature,B__1083,Unknown,?
building_map_dom_points.1084,POINT (-61.4616367237634 15.63184050819811),Unknown Point Feature,B__1084,Unknown,?
building_map_dom_points.1085,POINT (-61.4607752753517 15.631832765424896),Unknown Point Feature,B__1085,Unknown,?
building_map_dom_points.1086,POINT (-61.46069657811832 15.632032843750371),Unknown Point Feature,B__1086,Unknown,?
building_map_dom_points.1087,POINT (-61.45964098981296 15.63264602846645),Unknown Point Feature,B__1087,Unknown,?
building_map_dom_points.1088,POINT (-61.45976455564703 15.632781216453484),Unknown Point Feature,B__1088,Unknown,?
building_map_dom_points.1089,POINT (-61.46016402478156 15.632858832243802),Unknown Point Feature,B__1089,Unknown,?
building_map_dom_points.1090,POINT (-61.46012280728296 15.633208796053692),Unknown Point Feature,B__1090,Unknown,?
building_map_dom_points.1091,POINT (-61.46076504970655 15.633436037410856),Unknown Point Feature,B__1091,Unknown,?
building_map_dom_points.1092,POINT (-61.46005322496231 15.63359766663597),Unknown Point Feature,B__1092,Unknown,?
building_map_dom_points.1093,POINT (-61.459401612799276 15.63345026951204),Unknown Point Feature,B__1093,Unknown,?
building_map_dom_points.1094,POINT (-61.45962134674072 15.633630339690217),Unknown Point Feature,B__1094,Unknown,?
building_map_dom_points.1095,POINT (-61.45965474621477 15.633152801845315),Unknown Point Feature,B__1095,Unknown,?
building_map_dom_points.1096,POINT (-61.45948945250475 15.63390485515072),Unknown Point Feature,B__1096,Unknown,?
building_map_dom_points.1097,POINT (-61.459685246690455 15.634001444553425),Unknown Point Feature,B__1097,Unknown,?
building_map_dom_points.1098,POINT (-61.45951957154047 15.634100596278094),Unknown Point Feature,B__1098,Unknown,?
building_map_dom_points.1099,POINT (-61.45960961141498 15.63426105280726),Unknown Point Feature,B__1099,Unknown,?
building_map_dom_points.1100,POINT (-61.45944027436543 15.63438058182076),Unknown Point Feature,B__1100,Unknown,?
building_map_dom_points.1101,POINT (-61.45926655168739 15.634148126640813),Unknown Point Feature,B__1101,Unknown,?
building_map_dom_points.1102,POINT (-61.459750812282735 15.634619098439481),Unknown Point Feature,B__1102,Unknown,?
building_map_dom_points.1103,POINT (-61.459287503068865 15.634631146849827),Unknown Point Feature,B__1103,Unknown,?
building_map_dom_points.1104,POINT (-61.46041453132499 15.634652205404166),Unknown Point Feature,B__1104,Unknown,?
building_map_dom_points.1105,POINT (-61.46019319447997 15.634920992689262),Unknown Point Feature,B__1105,Unknown,?
building_map_dom_points.1106,POINT (-61.46003693949038 15.634698862193005),Unknown Point Feature,B__1106,Unknown,?
building_map_dom_points.1107,POINT (-61.45798426205591 15.589365541599362),Unknown Point Feature,B__1107,Unknown,?
building_map_dom_points.1108,POINT (-61.45693919952425 15.589547633020794),Unknown Point Feature,B__1108,Unknown,?
building_map_dom_points.1109,POINT (-61.4559937159002 15.589758630233959),Unknown Point Feature,B__1109,Unknown,?
building_map_dom_points.1110,POINT (-61.4563008632285 15.589833331030137),Unknown Point Feature,B__1110,Unknown,?
building_map_dom_points.1111,POINT (-61.45662253967462 15.590711412572304),Unknown Point Feature,B__1111,Unknown,?
building_map_dom_points.1112,POINT (-61.45697957135813 15.590509886734733),Unknown Point Feature,B__1112,Unknown,?
building_map_dom_points.1113,POINT (-61.456495563102585 15.588238802595978),Unknown Point Feature,B__1113,Unknown,?
building_map_dom_points.1114,POINT (-61.4667283100504 15.584790745885948),Unknown Point Feature,B__1114,Unknown,?
building_map_dom_points.1115,POINT (-61.46665885272435 15.58490512437839),Unknown Point Feature,B__1115,Unknown,?
building_map_dom_points.1116,POINT (-61.46650412068209 15.584743842593868),Unknown Point Feature,B__1116,Unknown,?
building_map_dom_points.1117,POINT (-61.46650297680286 15.58489799236512),Unknown Point Feature,B__1117,Unknown,?
building_map_dom_points.1118,POINT (-61.46627201218532 15.584923586412872),Unknown Point Feature,B__1118,Unknown,?
building_map_dom_points.1119,POINT (-61.46610743165588 15.5848287351151),Unknown Point Feature,B__1119,Unknown,?
building_map_dom_points.1120,POINT (-61.46601576366443 15.584994344398817),Unknown Point Feature,B__1120,Unknown,?
building_map_dom_points.1121,POINT (-61.46591976589918 15.584902993922391),Unknown Point Feature,B__1121,Unknown,?
building_map_dom_points.1122,POINT (-61.466124437099694 15.585058578926073),Unknown Point Feature,B__1122,Unknown,?
building_map_dom_points.1123,POINT (-61.466145884592166 15.584689959027079),Unknown Point Feature,B__1123,Unknown,?
building_map_dom_points.1124,POINT (-61.46578125484793 15.584657189199302),Unknown Point Feature,B__1124,Unknown,?
building_map_dom_points.1125,POINT (-61.4657084767007 15.584798748490789),Unknown Point Feature,B__1125,Unknown,?
building_map_dom_points.1126,POINT (-61.465367740757834 15.584488056263186),Unknown Point Feature,B__1126,Unknown,?
building_map_dom_points.1127,POINT (-61.465074767617025 15.584464853289257),Unknown Point Feature,B__1127,Unknown,?
building_map_dom_points.1128,POINT (-61.46476658426395 15.584390157896522),Unknown Point Feature,B__1128,Unknown,?
building_map_dom_points.1129,POINT (-61.46461770923184 15.584280301686123),Unknown Point Feature,B__1129,Unknown,?
building_map_dom_points.1130,POINT (-61.46292261202669 15.584930434471206),Unknown Point Feature,B__1130,Unknown,?
building_map_dom_points.1131,POINT (-61.463122100401776 15.584943919123171),Unknown Point Feature,B__1131,Unknown,?
